lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,no_of_weekend_nights,no_of_adults,arrival_year,booking_status
33,131.88,1,6,11,4,3,2,1,2018,1
18,61.53,1,20,11,4,2,2,2,2018,1
10,58.0,0,11,12,3,3,2,2,2017,1
12,72.96,0,10,1,4,5,2,2,2018,1
103,96.05,0,6,4,4,4,1,2,2018,1
2,77.25,0,7,1,4,3,0,2,2018,1
0,82.66,0,23,7,4,1,0,2,2018,1
44,106.2,1,27,4,4,2,0,2,2018,1
62,72.75,0,7,3,4,4,1,2,2018,0
12,65.0,1,20,6,2,0,1,1,2018,1
2,116.27,1,9,7,4,1,0,2,2018,1
166,110.0,0,1,11,4,3,0,1,2018,0
36,148.5,2,3,10,4,1,1,2,2018,1
2,88.0,0,16,3,0,2,0,1,2018,1
10,129.0,0,15,5,2,9,4,2,2018,1
43,149.4,1,18,5,4,1,0,2,2018,1
184,105.3,2,9,8,4,3,0,2,2018,0
58,113.4,0,20,6,4,2,1,2,2018,0
102,101.5,0,16,10,3,2,0,2,2017,0
44,107.1,0,2,4,4,1,1,2,2018,0
73,107.95,1,9,4,4,2,2,2,2018,0
156,114.83,1,5,7,4,4,0,2,2018,0
37,94.5,0,16,9,4,2,0,1,2017,1
94,111.33,1,8,10,4,1,2,1,2018,1
16,0.0,1,8,10,4,0,0,2,2017,1
1,65.0,0,29,3,2,1,0,1,2018,1
77,75.0,1,9,12,3,2,0,2,2018,1
189,60.0,1,25,3,3,2,1,2,2018,1
22,95.0,1,19,11,4,3,0,2,2017,1
222,118.0,0,28,4,4,3,2,2,2018,0
145,94.5,0,29,8,3,1,2,2,2017,1
123,120.34,0,21,10,4,5,2,2,2018,1
0,89.0,1,4,4,4,0,1,1,2018,1
34,100.35,2,28,8,4,4,2,2,2018,0
83,159.3,2,3,4,4,1,2,2,2018,1
181,250.0,1,11,10,3,1,0,1,2018,0
42,90.76,1,14,2,4,3,2,2,2018,1
14,95.0,0,3,10,2,0,1,1,2018,1
184,98.1,0,12,10,4,1,0,2,2018,0
2,94.0,0,2,11,0,2,0,1,2018,1
38,145.8,1,21,9,4,2,1,2,2017,1
99,80.5,0,19,2,2,2,0,1,2018,1
30,88.56,1,14,7,3,3,1,2,2018,1
210,72.75,0,8,10,3,3,1,2,2017,1
4,85.5,0,7,4,3,3,0,2,2018,1
287,100.8,2,29,9,4,3,0,1,2018,0
23,109.0,0,18,3,4,1,0,2,2018,1
27,139.0,2,6,7,4,1,0,1,2018,1
346,115.0,1,13,9,3,2,0,2,2018,0
27,151.0,1,8,7,4,2,0,2,2018,1
48,79.2,2,4,11,4,2,1,2,2018,1
386,115.0,1,23,10,3,0,2,2,2018,0
90,73.95,0,7,3,4,4,1,2,2018,0
133,105.3,1,21,8,4,0,2,2,2018,1
68,118.8,1,26,4,4,2,0,1,2018,1
82,85.5,0,23,6,4,1,0,2,2018,0
30,67.0,0,13,11,2,0,1,1,2018,1
2,169.33,0,15,8,4,2,1,2,2018,1
118,114.3,1,11,8,4,1,0,2,2018,1
134,65.0,0,4,12,3,2,2,2,2017,1
33,117.33,2,15,9,4,2,0,2,2018,1
40,109.8,2,1,9,4,1,0,2,2018,1
43,117.9,1,8,4,4,1,0,2,2018,1
88,76.5,0,14,8,4,2,0,2,2017,1
32,73.0,0,20,11,3,2,0,1,2017,1
117,97.75,1,28,6,4,4,0,2,2018,1
54,156.93,2,10,7,4,0,1,2,2018,1
259,90.0,0,5,5,3,3,0,2,2018,0
134,103.5,0,10,8,4,2,0,2,2018,0
180,100.0,1,2,5,3,1,1,2,2018,1
78,90.63,2,12,11,4,5,2,2,2018,0
1,159.0,2,24,3,4,1,0,2,2018,1
13,90.6,1,22,11,3,0,2,2,2017,1
42,121.78,2,1,11,4,9,2,2,2018,1
88,150.45,2,3,4,4,2,2,2,2018,1
36,102.6,2,13,10,4,1,0,1,2018,1
1,96.0,0,29,8,4,1,2,1,2017,1
46,73.9,0,3,3,4,3,0,1,2018,0
96,94.5,0,11,7,3,1,2,2,2017,0
22,140.0,0,20,5,3,2,0,2,2018,1
16,131.0,1,28,7,4,2,0,2,2018,0
147,143.1,2,18,9,4,3,2,2,2018,1
37,72.91,1,5,9,4,3,1,1,2018,1
24,119.0,2,20,10,4,3,0,2,2018,1
8,185.67,0,25,3,4,2,1,2,2018,0
98,117.9,1,21,8,4,2,2,2,2018,1
102,86.4,2,6,12,4,2,0,1,2018,0
55,104.0,0,6,4,3,1,0,2,2018,1
102,109.0,0,16,10,3,2,0,2,2017,1
53,116.1,0,6,5,4,2,0,2,2018,0
12,71.0,0,19,1,3,2,0,1,2018,1
59,75.0,0,18,11,3,2,2,2,2018,1
22,112.25,2,28,8,4,2,2,2,2018,1
154,114.3,1,24,8,4,1,0,2,2018,0
196,105.3,0,4,8,4,3,0,2,2018,0
62,75.0,0,21,11,3,2,1,2,2018,1
99,65.0,0,30,10,3,2,2,2,2017,0
58,178.56,2,29,12,4,3,2,2,2018,1
151,71.0,0,19,1,3,2,0,1,2018,1
168,76.58,1,26,7,4,4,0,2,2018,1
2,136.0,1,11,6,4,1,0,2,2018,1
146,127.8,2,8,7,4,1,0,2,2018,1
71,98.0,0,10,5,3,3,0,1,2018,1
199,98.1,1,1,10,4,1,1,2,2018,1
41,85.67,0,13,3,2,1,2,2,2018,1
12,65.0,1,14,6,2,2,0,1,2018,1
24,55.0,0,4,12,3,2,0,2,2017,1
6,81.0,1,16,12,4,1,0,1,2017,1
140,88.77,1,2,7,4,1,1,2,2018,1
9,95.2,1,28,12,4,4,0,2,2018,1
111,102.75,1,9,5,4,3,1,2,2018,1
275,90.0,0,5,10,3,4,1,2,2018,0
12,80.0,0,26,1,2,2,0,1,2018,1
50,98.55,0,19,10,3,2,0,2,2018,1
15,195.4,0,17,3,4,3,2,2,2018,0
33,64.0,0,25,1,2,1,1,2,2018,1
230,137.0,0,6,9,3,5,0,2,2018,0
15,174.0,2,20,9,4,2,2,2,2017,1
6,145.9,0,25,8,4,3,1,2,2018,0
386,115.0,1,23,10,3,0,2,2,2018,0
10,79.0,0,7,11,0,3,1,1,2018,0
31,75.0,1,25,10,3,1,2,2,2017,1
116,70.0,0,28,2,3,1,2,2,2018,0
9,75.0,0,29,1,4,1,0,2,2018,1
177,100.0,0,3,6,3,2,0,2,2018,0
24,105.0,0,15,9,4,3,0,2,2017,1
4,95.0,0,2,5,3,0,1,2,2018,1
134,103.5,2,11,8,4,3,0,2,2018,1
45,143.65,0,28,3,4,3,1,2,2018,0
87,131.4,2,31,8,4,4,0,2,2018,1
101,90.0,2,18,11,4,2,0,2,2018,0
92,90.0,0,11,11,3,1,0,2,2018,1
86,205.06,2,15,7,4,2,0,2,2018,1
28,90.25,1,4,9,4,2,2,1,2017,1
8,56.0,0,1,3,3,3,0,1,2018,1
257,80.0,0,1,7,3,2,0,1,2017,1
99,137.1,1,5,9,4,2,1,2,2018,1
90,99.45,1,23,4,4,5,2,2,2018,0
44,85.5,0,18,9,3,2,2,2,2018,1
21,85.0,0,4,3,4,1,0,1,2018,0
26,139.0,1,25,9,4,1,2,2,2018,1
30,186.22,1,2,11,4,9,4,1,2018,0
3,78.2,0,6,12,3,0,2,2,2017,1
120,121.5,1,13,7,4,3,0,2,2018,1
27,111.0,1,25,4,4,0,1,1,2018,1
138,117.91,1,21,5,4,5,2,2,2018,0
61,99.9,0,23,7,4,1,1,2,2018,0
80,80.75,0,4,6,3,1,2,2,2018,1
110,72.8,0,20,4,4,2,0,2,2018,1
71,146.7,2,24,7,4,0,1,3,2018,1
86,104.4,2,26,10,4,2,0,1,2018,1
3,65.0,0,27,9,2,0,2,1,2017,1
94,131.4,0,24,8,4,4,0,2,2018,0
41,60.0,0,8,11,3,2,2,2,2017,1
22,67.52,0,6,3,4,3,2,2,2018,1
39,137.7,0,21,4,4,3,1,3,2018,1
74,80.0,0,18,9,3,2,0,1,2017,1
4,65.46,1,13,11,4,0,1,1,2018,1
30,125.1,2,15,9,4,1,0,2,2018,1
78,117.9,0,7,8,4,0,1,2,2018,0
290,90.95,0,20,10,4,3,2,2,2018,0
0,65.0,0,20,9,2,0,2,1,2017,1
80,126.9,1,2,5,4,1,1,2,2018,1
70,113.87,2,8,12,4,3,0,2,2018,1
170,86.24,2,28,7,4,3,0,2,2018,1
147,76.5,0,11,8,4,3,0,2,2017,0
161,82.35,2,16,8,4,2,0,3,2018,1
279,73.95,0,21,12,4,4,0,2,2018,0
105,75.0,0,12,10,3,3,0,2,2018,0
28,74.7,0,3,2,4,7,2,1,2018,0
108,87.3,2,30,3,4,3,0,2,2018,0
25,108.0,0,12,9,4,0,1,1,2018,0
36,130.32,0,22,5,3,0,2,2,2018,1
185,103.5,0,16,12,4,2,1,2,2018,1
157,85.5,0,30,6,4,3,0,2,2018,0
19,118.0,1,6,9,4,2,0,1,2018,1
130,85.5,1,1,8,4,1,2,2,2017,0
86,100.0,0,9,9,2,2,0,2,2017,1
14,121.0,1,8,6,4,1,0,2,2018,1
4,82.9,1,10,1,4,0,2,1,2018,1
239,112.2,0,15,6,3,2,0,2,2018,0
1,124.0,0,7,6,4,1,0,1,2018,1
46,102.6,2,7,12,4,3,0,2,2018,1
49,71.0,0,30,12,3,4,0,2,2017,1
114,130.0,0,13,10,3,2,0,2,2018,1
1,81.0,0,26,2,4,1,0,2,2018,1
30,140.0,0,2,6,3,2,0,2,2018,1
64,150.45,2,9,5,4,3,1,3,2018,1
263,67.0,0,21,9,3,0,1,2,2017,1
55,104.0,0,6,4,3,1,0,2,2018,1
23,149.0,0,18,6,4,1,2,2,2018,0
1,139.0,0,8,7,4,1,0,2,2018,0
5,92.31,2,17,8,4,10,3,1,2017,0
104,72.25,1,18,4,4,3,1,2,2018,0
6,114.4,0,5,7,3,1,0,1,2018,1
5,110.0,1,24,5,2,2,0,2,2018,1
162,96.9,0,11,8,3,3,2,3,2018,1
71,69.05,0,17,3,4,2,0,2,2018,1
63,94.5,0,21,4,4,3,0,2,2018,0
165,103.5,1,10,7,4,0,1,2,2018,0
204,100.0,0,5,5,4,3,0,2,2018,0
274,107.0,2,9,8,4,3,0,2,2018,0
160,107.61,1,23,5,4,4,1,2,2018,0
4,85.0,0,19,9,3,0,1,2,2018,1
129,128.7,0,25,8,4,2,0,3,2018,1
258,96.3,0,29,10,4,1,2,2,2018,0
1,85.0,0,29,9,2,2,0,1,2017,1
226,70.0,1,29,10,3,2,2,2,2018,1
70,149.4,0,15,9,4,2,0,2,2018,0
17,148.38,2,7,5,4,2,2,2,2018,1
238,126.9,1,21,9,4,2,0,2,2018,0
24,107.1,0,26,9,4,1,1,2,2018,0
2,102.0,1,13,2,4,1,0,2,2018,1
4,91.0,0,13,2,4,1,2,2,2018,1
291,115.0,0,19,8,3,2,0,2,2018,0
156,122.63,2,31,10,4,3,1,3,2018,0
126,139.5,0,3,8,4,1,0,2,2018,0
216,172.23,0,6,11,4,5,2,1,2018,0
1,164.0,0,6,10,4,2,0,1,2018,1
34,99.9,0,12,4,3,1,0,1,2018,1
188,130.0,0,15,6,3,2,0,1,2018,0
17,65.0,0,20,9,2,1,2,1,2017,1
57,90.67,1,10,6,3,2,1,2,2018,1
5,0.0,0,19,8,1,1,0,1,2017,1
103,115.0,0,19,4,4,2,0,1,2018,0
160,102.3,0,17,7,4,1,2,2,2018,0
99,65.0,0,30,10,3,2,2,2,2017,0
2,205.0,0,10,10,4,1,1,2,2017,0
51,152.1,1,22,8,4,2,1,2,2018,1
18,87.0,0,21,2,3,2,2,2,2018,1
8,130.0,0,5,11,3,1,0,2,2018,1
104,67.9,2,11,8,4,3,0,2,2017,1
188,130.0,0,15,6,3,2,0,1,2018,0
12,77.25,1,24,12,4,2,0,0,2017,1
166,122.4,1,3,10,4,3,1,2,2018,0
37,65.0,0,8,5,2,0,1,1,2018,1
40,189.9,0,6,4,4,1,0,2,2018,0
74,109.0,0,18,9,3,2,0,2,2017,1
0,114.0,1,20,8,4,1,0,1,2017,1
11,130.0,1,5,11,4,1,0,2,2018,0
0,109.0,0,14,8,3,2,0,2,2017,1
338,90.67,1,7,10,3,2,1,2,2018,1
101,132.6,0,25,5,4,4,0,2,2018,1
3,120.0,0,16,10,4,0,2,2,2018,1
135,130.5,1,13,8,4,1,0,2,2018,1
245,75.0,0,17,6,3,2,0,2,2018,0
0,135.0,0,24,5,4,1,0,1,2018,0
176,0.0,0,8,9,4,0,0,1,2018,1
26,133.5,2,12,9,4,1,1,2,2017,1
118,110.0,0,6,6,3,2,1,1,2018,1
0,159.0,0,15,9,4,1,0,1,2018,1
28,277.0,2,20,7,4,1,0,2,2018,1
38,81.0,0,19,6,3,1,2,1,2018,1
25,113.31,1,26,6,4,4,2,2,2018,1
192,95.0,0,24,6,3,2,0,1,2018,1
6,78.2,0,4,11,3,4,1,2,2017,1
119,127.8,0,16,8,4,2,0,2,2018,0
50,118.8,0,4,10,4,3,0,2,2018,0
50,146.7,1,21,4,4,2,0,2,2018,1
253,78.3,2,8,12,4,3,0,2,2018,1
128,97.42,1,11,7,4,2,1,2,2018,1
95,107.1,0,1,8,4,2,1,2,2018,0
50,93.6,2,18,11,4,2,1,2,2018,1
17,91.0,1,15,2,4,3,1,2,2018,1
279,110.0,0,12,10,3,3,0,2,2018,0
59,93.08,1,11,4,3,3,1,2,2018,1
1,226.17,1,2,10,4,2,1,2,2017,1
324,87.3,0,21,11,4,2,1,2,2018,0
188,130.0,0,15,6,4,2,0,1,2018,0
5,70.0,0,28,10,3,4,0,2,2017,1
0,100.0,1,25,1,4,3,1,2,2018,1
4,121.0,0,9,6,4,1,0,2,2018,0
72,68.4,1,14,3,4,3,1,2,2018,0
1,56.47,0,8,5,4,0,1,2,2018,1
335,80.0,0,13,10,3,3,0,1,2018,1
14,73.0,0,27,5,3,1,0,2,2018,1
40,83.16,1,13,10,4,1,0,2,2018,1
119,116.45,1,19,7,4,4,0,2,2018,1
192,95.0,0,24,6,3,2,0,1,2018,1
212,70.0,0,20,5,3,3,2,1,2018,1
100,110.0,0,28,9,3,4,0,1,2018,1
105,110.0,0,12,10,3,2,1,2,2017,0
18,96.0,1,4,9,4,2,0,2,2017,1
111,58.0,0,27,3,3,2,2,2,2018,1
227,76.5,3,17,8,4,9,3,2,2017,1
12,128.0,2,1,8,4,2,1,2,2018,1
28,130.0,0,29,10,3,1,0,1,2017,1
251,108.8,0,22,9,4,4,2,2,2018,0
55,60.0,1,18,11,3,4,0,2,2017,1
61,125.1,0,12,9,4,1,1,2,2018,0
30,94.5,2,7,10,4,3,0,2,2017,1
47,99.9,0,12,4,4,1,0,1,2018,0
1,31.0,1,26,2,2,2,0,2,2018,1
53,90.9,0,2,4,4,1,0,2,2018,0
101,148.9,1,8,8,4,5,3,2,2018,1
53,120.0,0,14,10,3,1,0,1,2018,1
97,76.5,1,19,8,4,1,0,2,2017,1
51,110.0,0,5,6,2,5,2,1,2018,0
75,96.78,1,2,10,4,0,2,2,2018,1
320,115.0,1,18,8,3,2,0,2,2018,0
263,110.0,0,21,10,4,2,0,2,2018,0
30,195.53,0,24,9,4,2,2,2,2018,0
18,160.67,1,28,9,4,3,0,1,2018,1
164,100.0,0,2,10,3,2,0,1,2017,1
36,102.6,2,13,10,4,1,0,1,2018,1
120,132.3,2,13,10,4,3,0,1,2018,1
217,90.1,2,25,5,4,4,0,2,2018,0
9,71.84,1,1,3,4,3,0,1,2018,1
1,45.0,2,28,4,3,1,0,1,2018,1
45,131.4,1,19,3,4,1,1,3,2018,0
35,95.4,0,5,3,4,1,1,2,2018,0
103,93.6,1,2,12,4,2,1,2,2018,0
154,79.2,2,8,12,4,2,0,2,2018,1
16,83.03,0,8,3,4,1,0,2,2018,0
18,65.0,1,20,6,2,0,1,1,2018,1
2,111.0,1,22,11,4,1,0,2,2018,1
1,111.0,1,1,8,4,0,1,2,2018,1
221,65.0,0,10,10,3,1,2,2,2017,1
156,171.96,2,13,8,4,5,2,2,2018,0
55,168.3,0,20,9,4,3,0,3,2018,0
14,166.0,1,14,8,4,3,2,2,2018,1
28,85.0,0,20,10,3,3,0,2,2018,1
13,96.0,0,5,12,4,0,1,1,2018,1
15,150.0,2,19,10,4,3,0,1,2018,1
51,92.82,1,16,3,4,4,0,3,2018,1
38,64.72,1,31,10,3,4,2,2,2017,1
134,89.25,0,13,7,4,4,0,2,2018,1
53,135.9,3,9,9,4,2,0,2,2018,1
1,0.0,1,8,1,4,0,0,2,2018,1
2,0.0,1,10,9,1,1,0,1,2017,1
87,112.25,1,23,10,3,1,2,2,2018,1
25,76.5,0,15,8,3,1,1,2,2018,1
7,215.0,1,15,4,3,2,0,3,2018,1
229,89.25,0,22,10,4,2,2,2,2018,0
14,98.67,1,30,10,3,2,1,2,2017,1
5,84.0,0,8,5,3,0,2,1,2018,1
35,67.5,0,12,2,4,2,0,2,2018,0
1,77.25,1,19,12,4,1,0,2,2017,1
67,85.0,0,3,10,3,5,2,2,2018,0
90,48.6,0,7,7,4,15,5,1,2017,0
315,52.0,0,2,12,3,2,0,2,2018,1
67,185.1,0,27,4,4,3,0,2,2018,0
19,147.0,0,18,3,4,2,0,2,2018,0
0,75.0,0,10,8,4,0,1,2,2017,0
111,198.9,2,27,5,4,2,1,2,2018,1
0,90.0,2,5,8,4,3,0,2,2017,1
99,112.05,0,9,7,4,2,2,1,2018,0
0,106.0,0,13,2,4,1,1,2,2018,0
103,95.0,0,4,5,4,3,0,2,2018,0
39,96.3,2,27,11,4,2,1,2,2017,1
346,115.0,1,13,9,3,2,0,2,2018,0
12,65.0,1,19,9,2,0,1,1,2018,1
76,79.56,0,13,7,3,4,0,2,2018,1
9,75.0,1,1,11,4,1,2,1,2017,1
61,207.64,1,7,9,4,5,2,2,2018,1
232,100.3,0,5,9,4,3,1,2,2018,0
16,127.0,1,19,3,4,1,0,2,2018,1
146,113.56,0,9,8,3,3,0,2,2018,1
60,128.85,0,16,5,4,2,1,2,2018,1
13,82.4,0,21,8,4,3,2,2,2018,1
30,96.3,5,14,10,4,3,0,2,2017,1
105,75.0,0,12,10,3,3,0,2,2018,0
53,113.4,2,5,10,4,2,0,1,2018,1
59,168.3,0,24,9,4,1,1,3,2018,0
8,129.0,0,11,9,4,0,1,1,2018,1
28,156.25,2,11,4,4,3,1,2,2018,1
1,230.0,1,10,11,4,1,0,2,2018,1
11,203.5,0,24,4,4,2,2,2,2018,0
192,95.0,0,24,6,3,2,0,1,2018,1
19,90.0,0,6,10,3,3,0,2,2017,1
14,85.0,0,18,2,4,2,0,1,2018,0
4,103.0,1,1,7,2,1,0,1,2018,1
6,67.0,0,16,11,2,1,0,1,2018,1
31,53.19,1,4,3,4,2,1,2,2018,1
67,91.2,1,5,9,4,2,1,2,2018,0
111,107.1,1,12,8,4,2,0,2,2018,1
110,120.0,0,9,10,3,0,1,1,2018,0
105,88.12,0,20,3,4,4,2,2,2018,1
8,174.0,2,3,9,4,2,0,2,2017,1
4,95.0,0,16,5,2,1,1,1,2018,1
82,76.5,0,16,7,4,5,2,2,2017,0
40,6.0,1,14,1,4,3,0,0,2018,1
24,50.0,0,5,12,2,2,2,2,2017,1
189,60.0,1,25,3,3,2,1,2,2018,1
62,75.0,0,20,11,3,2,2,2,2018,1
31,63.0,0,7,11,3,0,1,1,2018,1
245,110.0,0,6,7,3,4,2,1,2018,0
91,80.0,0,30,9,3,2,1,2,2018,1
87,58.9,1,10,7,4,7,3,2,2017,0
83,76.5,1,5,8,4,4,1,2,2017,1
139,72.25,1,3,12,4,1,0,2,2017,0
301,115.0,1,30,7,4,1,1,2,2018,0
31,75.0,0,16,9,4,2,1,2,2018,0
74,101.5,0,18,9,3,2,0,2,2017,1
39,101.5,0,14,8,3,2,0,2,2017,1
230,96.3,1,2,9,4,2,1,2,2018,1
2,143.22,2,1,4,4,2,2,3,2018,1
94,138.25,0,13,7,4,3,0,2,2018,1
418,107.0,0,26,9,4,2,1,2,2018,0
10,66.0,0,4,2,2,1,0,1,2018,1
36,112.0,0,13,10,3,3,0,2,2017,1
48,75.0,0,1,11,3,4,0,2,2018,1
4,139.0,1,6,7,4,2,0,2,2018,1
245,75.0,0,17,6,3,2,0,2,2018,0
51,87.3,0,21,7,3,5,2,2,2018,1
168,85.0,0,22,4,3,2,1,2,2018,0
39,126.0,1,2,10,4,1,2,2,2018,0
246,58.36,1,27,12,4,5,2,2,2018,1
418,107.0,0,26,9,3,2,1,2,2018,0
85,113.4,2,17,10,4,2,1,1,2018,1
78,154.29,1,29,12,3,3,1,1,2018,1
134,65.0,0,4,12,3,2,2,2,2017,1
43,119.0,1,25,10,4,1,0,2,2018,1
53,134.45,3,10,11,4,3,1,3,2018,1
386,115.0,1,23,10,4,0,2,2,2018,0
0,85.0,0,24,2,4,1,0,1,2018,1
0,109.0,0,14,8,3,2,0,2,2017,1
41,110.7,1,20,6,4,3,1,2,2018,1
73,85.0,0,14,7,3,3,0,2,2018,1
37,105.0,0,13,10,3,3,0,2,2018,1
292,90.0,0,21,7,3,2,0,1,2018,1
159,70.0,1,9,4,3,1,1,2,2018,1
308,52.0,0,25,11,3,2,0,2,2018,0
35,93.6,0,20,12,4,2,0,2,2018,0
64,130.0,0,17,5,2,2,0,1,2018,1
139,228.6,2,4,7,4,2,1,2,2018,0
140,113.9,0,31,7,4,3,2,2,2018,0
33,147.25,4,26,9,4,1,1,2,2018,1
165,99.45,2,21,7,4,3,2,2,2018,1
17,113.33,1,1,10,4,3,0,2,2017,1
163,105.3,2,1,8,4,0,1,2,2018,0
22,64.37,1,14,11,4,2,1,2,2018,1
62,70.78,1,18,7,4,3,1,2,2018,1
80,93.6,1,19,11,4,1,2,2,2018,1
58,152.08,1,26,9,4,3,1,3,2018,1
52,166.5,2,1,9,4,3,1,2,2018,1
19,99.0,2,9,5,4,1,1,2,2018,1
320,115.0,1,18,8,3,2,0,2,2018,0
56,185.0,1,25,9,3,2,2,3,2017,1
55,100.0,0,9,9,2,2,0,2,2017,0
1,0.0,1,1,9,1,1,0,1,2017,1
23,88.0,2,17,11,4,2,0,2,2018,1
47,119.17,0,25,4,4,4,1,2,2018,0
100,72.25,2,12,12,4,1,2,2,2017,1
3,120.0,0,1,10,4,1,0,1,2017,1
74,80.0,0,18,9,3,2,0,1,2017,1
236,6.0,1,28,7,4,4,2,0,2018,1
102,109.0,0,16,10,3,2,0,2,2017,1
126,85.5,1,27,7,4,2,1,2,2017,1
1,98.0,0,9,8,4,0,1,2,2017,1
100,108.0,0,16,10,3,1,0,2,2017,0
4,169.0,2,4,9,4,3,2,2,2018,1
0,0.0,1,4,5,1,1,0,1,2018,1
29,75.0,0,20,10,3,3,0,2,2017,1
77,97.02,0,26,3,4,5,2,2,2018,0
17,87.5,1,29,8,4,4,2,1,2017,0
209,128.7,1,21,10,4,3,2,3,2018,0
169,106.0,0,22,4,4,2,2,2,2018,0
253,2.0,0,26,9,4,2,1,1,2018,1
63,87.3,0,5,3,4,1,2,2,2018,0
94,144.0,1,28,4,4,2,0,3,2018,1
0,80.0,1,4,8,4,2,0,2,2017,1
51,75.0,0,11,11,3,2,2,2,2018,1
102,140.4,0,3,6,4,1,0,2,2018,1
1,109.0,1,16,3,4,1,0,2,2018,1
161,116.1,0,8,9,4,3,0,1,2018,0
23,87.0,2,7,1,4,3,1,2,2018,1
51,107.1,0,6,7,4,1,0,2,2018,0
19,80.0,0,6,10,3,3,0,1,2017,1
14,91.43,1,17,8,4,4,1,2,2018,1
8,56.0,0,1,3,3,3,0,1,2018,1
36,85.0,0,25,10,3,3,0,2,2018,1
29,201.25,3,5,10,4,2,0,3,2018,1
14,100.0,0,15,10,3,2,0,1,2017,1
0,90.0,1,5,8,4,4,0,2,2017,1
7,119.0,1,15,4,4,2,0,2,2018,1
68,99.45,1,20,3,4,3,2,2,2018,1
0,50.0,1,17,3,2,1,0,1,2018,1
38,151.47,0,19,8,4,2,2,3,2018,0
56,82.0,0,17,9,3,2,0,2,2017,1
51,109.8,2,6,12,4,3,0,2,2018,1
70,170.1,0,3,9,4,4,2,2,2018,0
292,115.0,0,21,7,3,2,0,2,2018,0
24,153.23,1,7,11,4,2,1,1,2018,1
276,95.0,0,22,9,3,3,0,2,2018,0
0,68.85,2,23,7,4,1,0,1,2018,1
3,111.0,2,5,2,4,2,0,2,2018,1
82,109.37,0,16,4,4,4,2,2,2018,0
72,60.0,1,12,2,3,2,0,2,2018,1
123,93.08,0,21,4,4,3,1,2,2018,1
0,107.0,3,19,10,2,4,0,2,2018,1
0,140.0,0,30,10,4,0,1,2,2018,1
14,65.0,0,29,4,3,1,0,2,2018,1
27,110.0,0,15,11,3,4,0,2,2018,1
249,86.62,1,27,8,4,1,1,2,2018,0
120,127.8,0,8,8,4,3,1,2,2018,0
4,180.0,1,25,9,4,1,2,2,2018,1
130,90.95,1,28,6,4,5,0,2,2018,0
69,135.15,2,9,5,4,4,1,1,2018,1
1,89.0,0,13,4,4,1,0,2,2018,0
64,116.1,2,29,4,4,2,1,2,2018,1
88,156.6,1,26,11,4,1,0,2,2018,0
80,79.2,0,7,12,4,3,0,2,2018,0
150,101.0,0,2,1,3,1,2,2,2018,1
75,52.85,1,16,11,4,2,1,2,2017,1
86,65.0,1,20,5,3,2,1,2,2018,1
35,88.4,2,5,12,4,3,1,2,2018,1
8,187.55,1,12,9,4,1,1,2,2018,1
69,120.0,0,12,6,3,4,2,1,2018,0
126,106.03,2,4,5,4,4,0,3,2018,1
8,103.0,1,11,3,4,2,1,1,2018,1
15,88.8,0,4,3,4,2,0,2,2018,0
157,97.75,1,6,7,4,4,0,2,2018,1
102,101.5,0,16,10,3,2,0,2,2017,0
2,67.0,0,20,4,2,1,0,1,2018,1
0,75.0,0,24,3,3,1,0,1,2018,1
28,159.0,1,16,9,4,2,0,2,2018,1
12,90.0,3,23,8,4,2,2,2,2017,1
26,104.0,0,16,12,4,2,0,2,2018,0
37,88.39,1,14,12,4,5,2,2,2018,1
12,68.0,2,3,12,3,3,2,2,2018,1
75,77.03,1,26,6,4,2,2,2,2018,1
8,133.6,3,4,10,4,3,2,2,2017,1
124,94.5,0,8,8,3,1,2,2,2017,0
49,93.15,0,11,7,4,0,1,2,2018,0
2,86.32,0,2,1,4,4,2,2,2018,1
129,80.75,0,24,10,3,3,1,2,2018,1
45,217.75,3,15,3,4,8,2,2,2018,1
69,162.3,1,27,8,4,1,2,3,2018,0
24,148.0,2,4,8,4,2,0,2,2018,1
70,100.0,0,3,6,3,2,0,2,2018,1
115,151.2,0,15,10,4,4,2,3,2018,0
2,141.0,1,17,6,4,1,0,2,2018,1
240,95.4,0,14,9,4,2,0,2,2018,0
4,81.0,0,19,2,2,1,0,1,2018,1
210,72.75,0,8,10,3,3,1,2,2017,1
33,157.5,1,5,10,4,4,0,1,2018,0
53,123.3,2,3,9,4,1,1,2,2018,1
0,89.0,1,27,2,4,1,0,2,2018,1
18,128.0,1,23,6,4,1,0,2,2018,1
181,250.0,0,11,10,3,1,0,2,2018,0
290,73.95,0,1,12,4,3,1,2,2018,0
10,87.5,1,14,11,4,3,1,2,2018,1
38,118.58,1,19,3,4,2,2,3,2018,0
0,153.0,1,7,8,4,2,0,2,2017,1
47,101.7,1,21,6,4,1,0,1,2018,1
19,109.0,1,18,3,4,2,0,2,2018,1
174,70.0,0,10,10,3,1,1,2,2017,0
144,129.6,2,23,9,4,3,2,2,2018,1
224,86.62,1,1,8,4,2,1,2,2018,1
190,89.25,0,19,8,4,5,2,2,2018,0
36,112.0,0,13,10,3,3,0,2,2017,1
245,75.0,0,17,6,3,2,0,2,2018,0
42,109.31,1,28,4,4,3,1,2,2018,1
118,116.1,0,2,6,4,3,0,2,2018,0
26,90.0,2,19,10,3,3,1,2,2017,1
